=== M1 Cleanup Start: 2026-07-02T22:22:32+08:00 ===
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_samecost_probe3 | size=16K | reason=samam_probe_16K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_samecost_probe2 | size=8.0K | reason=samam_probe_8K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_samecost_probe1 | size=8.0K | reason=samam_probe_8K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_legacy256_probe3 | size=24K | reason=samam_probe_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_legacy256_probe2 | size=48K | reason=samam_probe_48K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_legacy256_probe | size=20K | reason=samam_probe_20K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_legacy256_remote | size=28K | reason=samam_probe_28K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_legacy256_probe3 | size=120K | reason=samst_probe_120K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_legacy256_probe1 | size=116K | reason=samst_probe_116K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_legacy256_probe2 | size=120K | reason=samst_probe_120K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_distinct5_512_prepared | size=8.0K | reason=samst_probe_8K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130 | size=16K | reason=samam_probe_16K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b8_20k_remote_wsl_20260601_1850 | size=16K | reason=samam_probe_16K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b1_20k_remote_wsl_20260601_1830b | size=12K | reason=samam_probe_12K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b1_20k_remote_wsl_20260601_1830 | size=8.0K | reason=samam_probe_8K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_256_faithful_p8_remote_debug_foreground | size=104K | reason=samam_debug_104K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_256_faithful_p8_remote_debug_idckpt | size=108K | reason=samam_debug_108K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_256_faithful_p8_remote_debug | size=12K | reason=samam_debug_12K
--- Group 3: aaai2027 invalid/empty ---
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010_invalid_no_parent_20260616_114924 | size=908K | reason=aaai2027_invalid_no_parent
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010_invalid_no_parent_20260616_115546 | size=940K | reason=aaai2027_invalid_no_parent
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_eval_fiber_project_slerpe2_sigma0p0 | size=80K | reason=aaai2027_eval_failed
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_eval_fiber_project_slerpe2_sigma0p5 | size=80K | reason=aaai2027_eval_failed
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_eval_fiber_project_lowanchor050e9_sigma0p0 | size=80K | reason=aaai2027_eval_failed
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_eval_fiber_project_lowanchor050e9_sigma1p0 | size=80K | reason=aaai2027_eval_failed
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_eval_fiber_project_lowanchor050e9_sigma1p5 | size=80K | reason=aaai2027_eval_failed
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_eval_fiber_project_lowanchor050e9_sigma0p5 | size=108K | reason=aaai2027_eval_failed
KEEP (has 24 ckpts): aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_vel_tok32_safe_semantic_topogate_k070_kin070_seed42_b12a1 | size=820K | reason=aaai2027_empty_0ckpt
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_vel_tok32_safe_semantic_topogate_k085_appalign_seed42_b16a1 | size=984K | reason=aaai2027_empty_0ckpt
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_vel_tok32_safe_semantic_topogate_k085_seed42_b20a1 | size=668K | reason=aaai2027_empty_0ckpt
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_pattn_topo_anchor_sigma0p10_warm_vel2_seed42_b24a1 | size=664K | reason=aaai2027_empty_0ckpt
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_pattn_topo_anchor_sigma0p10_warm_vel2_seed42_b26a1 | size=664K | reason=aaai2027_empty_0ckpt
DELETE: /mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_topo_anchor_sigma0p25_seed42_b22a1 | size=744K | reason=aaai2027_empty_0ckpt

=== M1 Cleanup End: 2026-07-02T22:23:35+08:00 ===
Deleted: 85 directories
Freed: 10768391356 bytes (approx 10.02 GiB)
