image,src_style,src_stem,tgt_style,lpips,clip_style,clip_content
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Rococo.png,Impressionism,alfred-sisley_riverbank-at-veneux-1881,Rococo,0.521911084651947,0.5248926281929016,0.8309009075164795
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Ukiyo_e.png,Impressionism,alfred-sisley_riverbank-at-veneux-1881,Ukiyo_e,0.5292344689369202,0.5527414083480835,0.7290074825286865
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance.png,Impressionism,alfred-sisley_the-banks-of-the-oise-1878,Early_Renaissance,0.4472554922103882,0.5465113520622253,0.6923041343688965
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Impressionism.png,Impressionism,alfred-sisley_the-banks-of-the-oise-1878,Impressionism,0.41665175557136536,0.7073643803596497,0.7765234708786011
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Minimalism.png,Impressionism,alfred-sisley_the-banks-of-the-oise-1878,Minimalism,0.41062459349632263,0.6010673642158508,0.879156231880188
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo.png,Impressionism,alfred-sisley_the-banks-of-the-oise-1878,Rococo,0.3993193507194519,0.5576177835464478,0.8384265303611755
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e.png,Impressionism,alfred-sisley_the-banks-of-the-oise-1878,Ukiyo_e,0.4481329023838043,0.5942129492759705,0.66352778673172
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Early_Renaissance.png,Impressionism,antoine-blanchard_place-de-la-madeleine-hiver,Early_Renaissance,0.46445074677467346,0.4988466799259186,0.8955074548721313
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism.png,Impressionism,antoine-blanchard_place-de-la-madeleine-hiver,Impressionism,0.4653455317020416,0.6433219313621521,0.8979262113571167
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Minimalism.png,Impressionism,antoine-blanchard_place-de-la-madeleine-hiver,Minimalism,0.5058156847953796,0.5552989840507507,0.8972207307815552
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo.png,Impressionism,antoine-blanchard_place-de-la-madeleine-hiver,Rococo,0.46966779232025146,0.5063777565956116,0.8943631052970886
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Ukiyo_e.png,Impressionism,antoine-blanchard_place-de-la-madeleine-hiver,Ukiyo_e,0.4568195641040802,0.5428826808929443,0.8935519456863403
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance.png,Impressionism,armand-guillaumin_valley-in-pontgibaud-1890,Early_Renaissance,0.41915422677993774,0.554446816444397,0.850269079208374
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Impressionism.png,Impressionism,armand-guillaumin_valley-in-pontgibaud-1890,Impressionism,0.4133012890815735,0.709431529045105,0.8504221439361572
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Minimalism.png,Impressionism,armand-guillaumin_valley-in-pontgibaud-1890,Minimalism,0.44963446259498596,0.647810697555542,0.8352351188659668
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Rococo.png,Impressionism,armand-guillaumin_valley-in-pontgibaud-1890,Rococo,0.41646435856819153,0.5255741477012634,0.8486455678939819
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Ukiyo_e.png,Impressionism,armand-guillaumin_valley-in-pontgibaud-1890,Ukiyo_e,0.4255672097206116,0.5977591872215271,0.8466168642044067
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__augustus-john_proven-al-landscape__to__Early_Renaissance.png,Impressionism,augustus-john_proven-al-landscape,Early_Renaissance,0.3171601891517639,0.5855181813240051,0.9306750297546387
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__augustus-john_proven-al-landscape__to__Impressionism.png,Impressionism,augustus-john_proven-al-landscape,Impressionism,0.29678356647491455,0.7043015360832214,0.91813725233078
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__augustus-john_proven-al-landscape__to__Minimalism.png,Impressionism,augustus-john_proven-al-landscape,Minimalism,0.34466129541397095,0.601429283618927,0.8996690511703491
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__augustus-john_proven-al-landscape__to__Rococo.png,Impressionism,augustus-john_proven-al-landscape,Rococo,0.2947688102722168,0.5398562550544739,0.9098374843597412
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__augustus-john_proven-al-landscape__to__Ukiyo_e.png,Impressionism,augustus-john_proven-al-landscape,Ukiyo_e,0.33123090863227844,0.5895872116088867,0.9233176112174988
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Early_Renaissance.png,Impressionism,camille-pissarro_the-gardener-afternoon-sun-eragny-1899,Early_Renaissance,0.653168797492981,0.5633341073989868,0.8383586406707764
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Impressionism.png,Impressionism,camille-pissarro_the-gardener-afternoon-sun-eragny-1899,Impressionism,0.6415119171142578,0.6807261109352112,0.8515517115592957
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Minimalism.png,Impressionism,camille-pissarro_the-gardener-afternoon-sun-eragny-1899,Minimalism,0.6820271611213684,0.5917508602142334,0.854537308216095
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Rococo.png,Impressionism,camille-pissarro_the-gardener-afternoon-sun-eragny-1899,Rococo,0.6397451162338257,0.5537753701210022,0.8510691523551941
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e.png,Impressionism,camille-pissarro_the-gardener-afternoon-sun-eragny-1899,Ukiyo_e,0.6618297696113586,0.6020320057868958,0.832350492477417
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Early_Renaissance.png,Impressionism,childe-hassam_evening-champs-elysees-aka-pres-du-louvre,Early_Renaissance,0.4907873272895813,0.5277634859085083,0.8342492580413818
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Impressionism.png,Impressionism,childe-hassam_evening-champs-elysees-aka-pres-du-louvre,Impressionism,0.4860503077507019,0.6369860768318176,0.8528578281402588
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Minimalism.png,Impressionism,childe-hassam_evening-champs-elysees-aka-pres-du-louvre,Minimalism,0.5471298694610596,0.559050440788269,0.8763054609298706
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Rococo.png,Impressionism,childe-hassam_evening-champs-elysees-aka-pres-du-louvre,Rococo,0.491878867149353,0.5251306295394897,0.8635344505310059
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Ukiyo_e.png,Impressionism,childe-hassam_evening-champs-elysees-aka-pres-du-louvre,Ukiyo_e,0.5034956336021423,0.5523645877838135,0.8316670656204224
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_september-moonrise__to__Early_Renaissance.png,Impressionism,childe-hassam_september-moonrise,Early_Renaissance,0.37880125641822815,0.5240435004234314,0.9081553220748901
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_september-moonrise__to__Impressionism.png,Impressionism,childe-hassam_september-moonrise,Impressionism,0.34711724519729614,0.6623008251190186,0.9191229343414307
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_september-moonrise__to__Minimalism.png,Impressionism,childe-hassam_september-moonrise,Minimalism,0.3763996660709381,0.6815310120582581,0.8944090604782104
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_september-moonrise__to__Rococo.png,Impressionism,childe-hassam_september-moonrise,Rococo,0.3383980691432953,0.47786280512809753,0.9107756614685059
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__childe-hassam_september-moonrise__to__Ukiyo_e.png,Impressionism,childe-hassam_september-moonrise,Ukiyo_e,0.3798392415046692,0.5862157940864563,0.886236310005188
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Early_Renaissance.png,Impressionism,claude-monet_bordighera-the-house-of-gardener,Early_Renaissance,0.47493481636047363,0.5798518061637878,0.8498057126998901
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism.png,Impressionism,claude-monet_bordighera-the-house-of-gardener,Impressionism,0.46325355768203735,0.7417688369750977,0.8638951778411865
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism.png,Impressionism,claude-monet_bordighera-the-house-of-gardener,Minimalism,0.49108678102493286,0.6300883889198303,0.8741135597229004
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo.png,Impressionism,claude-monet_bordighera-the-house-of-gardener,Rococo,0.45821475982666016,0.5562173128128052,0.8668527007102966
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Ukiyo_e.png,Impressionism,claude-monet_bordighera-the-house-of-gardener,Ukiyo_e,0.47722259163856506,0.6174479722976685,0.8531644344329834
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_palazzo-contarini-2__to__Early_Renaissance.png,Impressionism,claude-monet_palazzo-contarini-2,Early_Renaissance,0.4609987139701843,0.6082150936126709,0.8689848184585571
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_palazzo-contarini-2__to__Impressionism.png,Impressionism,claude-monet_palazzo-contarini-2,Impressionism,0.4285711646080017,0.6964380741119385,0.9005337953567505
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_palazzo-contarini-2__to__Minimalism.png,Impressionism,claude-monet_palazzo-contarini-2,Minimalism,0.4747220575809479,0.651565670967102,0.854536235332489
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_palazzo-contarini-2__to__Rococo.png,Impressionism,claude-monet_palazzo-contarini-2,Rococo,0.4212961494922638,0.5659148097038269,0.8967880010604858
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e.png,Impressionism,claude-monet_palazzo-contarini-2,Ukiyo_e,0.47490036487579346,0.6258018016815186,0.8377716541290283
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance.png,Impressionism,claude-monet_rouen-cathedral-the-portal-at-midday,Early_Renaissance,0.5751150250434875,0.6403087377548218,0.8504691123962402
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Impressionism.png,Impressionism,claude-monet_rouen-cathedral-the-portal-at-midday,Impressionism,0.5550150871276855,0.6113836765289307,0.8457184433937073
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Minimalism.png,Impressionism,claude-monet_rouen-cathedral-the-portal-at-midday,Minimalism,0.569640040397644,0.6369270086288452,0.8384763598442078
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo.png,Impressionism,claude-monet_rouen-cathedral-the-portal-at-midday,Rococo,0.5478449463844299,0.5134704113006592,0.8396532535552979
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Ukiyo_e.png,Impressionism,claude-monet_rouen-cathedral-the-portal-at-midday,Ukiyo_e,0.5854969620704651,0.6158584356307983,0.8530522584915161
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_ancer-with-red-stockings__to__Early_Renaissance.png,Impressionism,edgar-degas_ancer-with-red-stockings,Early_Renaissance,0.375599205493927,0.5891343355178833,0.9094697833061218
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_ancer-with-red-stockings__to__Impressionism.png,Impressionism,edgar-degas_ancer-with-red-stockings,Impressionism,0.3659791946411133,0.6402103304862976,0.9126280546188354
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism.png,Impressionism,edgar-degas_ancer-with-red-stockings,Minimalism,0.40860551595687866,0.6456944942474365,0.8973648548126221
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo.png,Impressionism,edgar-degas_ancer-with-red-stockings,Rococo,0.3679937720298767,0.5710999965667725,0.9102973937988281
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_ancer-with-red-stockings__to__Ukiyo_e.png,Impressionism,edgar-degas_ancer-with-red-stockings,Ukiyo_e,0.39143505692481995,0.6732956767082214,0.9070574045181274
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance.png,Impressionism,edgar-degas_study-of-gentile-bellini-1855,Early_Renaissance,0.5279926061630249,0.6481024026870728,0.8421019315719604
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism.png,Impressionism,edgar-degas_study-of-gentile-bellini-1855,Impressionism,0.4887513518333435,0.538177490234375,0.8660667538642883
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Minimalism.png,Impressionism,edgar-degas_study-of-gentile-bellini-1855,Minimalism,0.5180582404136658,0.6196587085723877,0.8751940131187439
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo.png,Impressionism,edgar-degas_study-of-gentile-bellini-1855,Rococo,0.47580283880233765,0.6069096922874451,0.883737325668335
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e.png,Impressionism,edgar-degas_study-of-gentile-bellini-1855,Ukiyo_e,0.5456528663635254,0.601693332195282,0.8448307514190674
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance.png,Impressionism,edouard-manet_tarring-the-boat-1873,Early_Renaissance,0.280987024307251,0.5689947009086609,0.7581127882003784
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edouard-manet_tarring-the-boat-1873__to__Impressionism.png,Impressionism,edouard-manet_tarring-the-boat-1873,Impressionism,0.2679440975189209,0.6955777406692505,0.8426977396011353
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism.png,Impressionism,edouard-manet_tarring-the-boat-1873,Minimalism,0.3189588785171509,0.6018762588500977,0.8670603036880493
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edouard-manet_tarring-the-boat-1873__to__Rococo.png,Impressionism,edouard-manet_tarring-the-boat-1873,Rococo,0.2700192332267761,0.5523573756217957,0.8601433634757996
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e.png,Impressionism,edouard-manet_tarring-the-boat-1873,Ukiyo_e,0.2978722155094147,0.5923452973365784,0.7448107600212097
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Early_Renaissance.png,Impressionism,eugene-boudin_laundresses-on-the-banks-of-the-touques-9,Early_Renaissance,0.4500446617603302,0.5614133477210999,0.8862732648849487
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Impressionism.png,Impressionism,eugene-boudin_laundresses-on-the-banks-of-the-touques-9,Impressionism,0.440818190574646,0.7337923645973206,0.8876636028289795
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Minimalism.png,Impressionism,eugene-boudin_laundresses-on-the-banks-of-the-touques-9,Minimalism,0.4906616806983948,0.5454465746879578,0.8415327668190002
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo.png,Impressionism,eugene-boudin_laundresses-on-the-banks-of-the-touques-9,Rococo,0.4446982741355896,0.5453622937202454,0.8602328300476074
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Ukiyo_e.png,Impressionism,eugene-boudin_laundresses-on-the-banks-of-the-touques-9,Ukiyo_e,0.4600400924682617,0.5980217456817627,0.8741796016693115
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_the-port-ships-at-dock__to__Early_Renaissance.png,Impressionism,eugene-boudin_the-port-ships-at-dock,Early_Renaissance,0.3450469970703125,0.49841198325157166,0.9158456325531006
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_the-port-ships-at-dock__to__Impressionism.png,Impressionism,eugene-boudin_the-port-ships-at-dock,Impressionism,0.3315888047218323,0.6476722955703735,0.9159969091415405
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Impressionism__eugene-boudin_the-port-ships-at-dock__to__Minimalism.png,Impressionism,eugene-boudin_the-port-ships-at-dock,Minimalism,0.37887629866600037,0.5706905722618103,0.9190695285797119
