"timestamp","scope","group","name","path","jpg_count","size_mb","sample_path","visual_sample_opened","current_decision","delete_whitelist","owner_options","required_before_delete"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","endpoint_s0p80","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p80","250","2.918","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p80\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","endpoint_s0p85","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p85","250","2.968","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p85\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","endpoint_s0p90","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p90","250","3.017","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p90\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","endpoint_s1p00","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s1p00","250","3.112","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s1p00\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n2_s0p70","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n2_s0p70","250","2.853","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n2_s0p70\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n4_s0p70","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p70","250","2.862","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p70\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n4_s0p75","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p75","250","2.917","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p75\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n4_s0p80","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p80","250","2.972","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p80\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n8_s0p70","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p70","250","2.866","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p70\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n8_s0p75","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p75","250","2.921","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p75\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","quick","integrate_n8_s0p80","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p80","250","2.976","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p80\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","endpoint_s0p60","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p60","250","2.722","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p60\images\cezanne_00123_to_cezanne.jpg","yes","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","endpoint_s0p62","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p62","250","2.746","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p62\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","endpoint_s0p65","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p65","250","2.770","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p65\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","endpoint_s0p68","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p68","250","2.795","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p68\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","integrate_n4_s0p66","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n4_s0p66","250","2.819","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n4_s0p66\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","integrate_n4_s0p68","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n4_s0p68","250","2.841","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n4_s0p68\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","integrate_n8_s0p66","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n8_s0p66","250","2.823","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n8_s0p66\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
"2026-06-05Towner-manifest","local_generated_media_owner_decision_manifest","fine","integrate_n8_s0p68","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n8_s0p68","250","2.844","G:\GitHub\Latent_Style\SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n8_s0p68\images\cezanne_00123_to_cezanne.jpg","not_this_row","retain_pending_owner","no","keep visual parameter sweep | migrate representative samples | delete later with owner whitelist","owner choice plus parameter list and post-delete verify"
