"timestamp","scope","path","media_count","total_mb","evidence_opened","git_state","owner_class","decision","delete_whitelist","reason","remaining_gap"
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p70","250","2.820","opened endpoint_s0p70/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 0.70. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p75","250","2.869","opened endpoint_s0p75/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 0.75. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p80","250","2.918","opened endpoint_s0p80/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 0.80. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p85","250","2.968","opened endpoint_s0p85/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 0.85. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p90","250","3.017","opened endpoint_s0p90/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 0.90. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s1p00","250","3.112","opened endpoint_s1p00/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 1.00. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n2_s0p70","250","2.853","opened integrate_n2_s0p70/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=2, style strength 0.70. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p70","250","2.862","opened integrate_n4_s0p70/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=4, style strength 0.70. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p75","250","2.917","opened integrate_n4_s0p75/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=4, style strength 0.75. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n4_s0p80","250","2.972","opened integrate_n4_s0p80/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=4, style strength 0.80. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p70","250","2.866","opened integrate_n8_s0p70/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=8, style strength 0.70. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p75","250","2.921","opened integrate_n8_s0p75/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=8, style strength 0.75. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\integrate_n8_s0p80","250","2.976","opened integrate_n8_s0p80/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_integrate_sweep_point","retain_pending_owner","no","Integrator sweep point n=8, style strength 0.80. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine","2000","22.361","opened exact dir; checked all 8 parameter subdirs recursively; each subdir contains images child only; no json/csv/md/txt/log/yaml evidence under target; rg found only archaeology references outside target; visually opened endpoint_s0p60 sample; git ls-files empty; git check-ignore matched .gitignore line 77 SchrodingerBridge/exp/**","ignored_untracked_by_SchrodingerBridge_exp_rule","inference_parameter_sweep_media","retain_pending_owner","no","Fine sweep is a lower style-strength refinement of quick sweep, not a closed metric packet. It has no metrics or timing, but no duplicate proof or owner authorization exists.","Owner should decide whether these 8 refined preview points are still useful; if deleting later, preserve parameter list and sample grid first."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p60","250","2.722","opened endpoint_s0p60/images; visually opened cezanne_00123_to_vangogh.jpg; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_endpoint_sweep_point","retain_pending_owner","no","Endpoint fine sweep point at style strength 0.60. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p62","250","2.746","opened endpoint_s0p62/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_endpoint_sweep_point","retain_pending_owner","no","Endpoint fine sweep point at style strength 0.62. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p65","250","2.770","opened endpoint_s0p65/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_endpoint_sweep_point","retain_pending_owner","no","Endpoint fine sweep point at style strength 0.65. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\endpoint_s0p68","250","2.795","opened endpoint_s0p68/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_endpoint_sweep_point","retain_pending_owner","no","Endpoint fine sweep point at style strength 0.68. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n4_s0p66","250","2.819","opened integrate_n4_s0p66/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_integrate_sweep_point","retain_pending_owner","no","Integrator fine sweep point n=4, style strength 0.66. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n4_s0p68","250","2.841","opened integrate_n4_s0p68/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_integrate_sweep_point","retain_pending_owner","no","Integrator fine sweep point n=4, style strength 0.68. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n8_s0p66","250","2.823","opened integrate_n8_s0p66/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_integrate_sweep_point","retain_pending_owner","no","Integrator fine sweep point n=8, style strength 0.66. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_fine\integrate_n8_s0p68","250","2.844","opened integrate_n8_s0p68/images; sampled first JPG path; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","fine_integrate_sweep_point","retain_pending_owner","no","Integrator fine sweep point n=8, style strength 0.68. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results","3750","109.181","opened exact raw_results dir; opened all 5 cut_to_* dirs; opened test_latest/index.html; inspected web table with real_A/fake_B/real_B links; counted 750 JPG plus 1 HTML per target; checked curated infer_5x5 summary/metrics/grid as downstream evidence","mixed_tracked_and_ignored: 5 tracked html, 3750 ignored images","cut_raw_web_output","retain_tracked_boundary","no","Curated infer_5x5 carries metrics, but raw_results is not a safe cleanup target: deleting the directory would remove tracked index.html files and ignored native web images. No owner-approved migration exists.","If owner wants raw deletion, first decide whether to untrack/migrate tracked HTML and preserve enough raw web provenance."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results\cut_to_cezanne","750","19.567","opened cut_to_cezanne/test_latest/index.html; checked 750 JPG web images; raw web output has real_A/fake_B/real_B references","mixed: 1 tracked html plus ignored images","cut_raw_target_web_output","retain_tracked_boundary","no","Native CUT test web output for target cezanne. Not safe to delete because the directory mixes tracked and ignored payload.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results\cut_to_Hayao","750","19.888","opened cut_to_Hayao tree; checked 750 JPG web images and 1 HTML","mixed: 1 tracked html plus ignored images","cut_raw_target_web_output","retain_tracked_boundary","no","Native CUT test web output for target Hayao. Not safe to delete because the directory mixes tracked and ignored payload.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results\cut_to_monet","750","21.563","opened cut_to_monet tree; checked 750 JPG web images and 1 HTML","mixed: 1 tracked html plus ignored images","cut_raw_target_web_output","retain_tracked_boundary","no","Native CUT test web output for target monet. Not safe to delete because the directory mixes tracked and ignored payload.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results\cut_to_photo","750","22.513","opened cut_to_photo tree; checked 750 JPG web images and 1 HTML","mixed: 1 tracked html plus ignored images","cut_raw_target_web_output","retain_tracked_boundary","no","Native CUT test web output for target photo. Not safe to delete because the directory mixes tracked and ignored payload.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results\cut_to_vangogh","750","25.653","opened cut_to_vangogh tree; checked 750 JPG web images and 1 HTML","mixed: 1 tracked html plus ignored images","cut_raw_target_web_output","retain_tracked_boundary","no","Native CUT test web output for target vangogh. Not safe to delete because the directory mixes tracked and ignored payload.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results_val","3750","453.017","opened exact raw_results_val dir; opened all 5 cut_to_* dirs; checked val_latest native web output with fake_B/real_A/real_B PNGs and index.html; git ls-files shows 3755 tracked files and zero untracked; checked curated infer_val_clean_5x5 summary/metrics/grid as downstream evidence","tracked: 3755 files","cut_raw_val_web_output","retain_tracked_boundary","no","Raw validation output is tracked repository content. Even though curated infer_val_clean_5x5 has metrics, deleting raw_results_val would delete tracked media and HTML.","Owner-approved tracked artifact migration is required before any cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results_val\cut_to_cezanne","750","88.612","opened cut_to_cezanne/val_latest tree; checked 750 PNG images plus index.html","tracked","cut_raw_val_target_web_output","retain_tracked_boundary","no","Native CUT validation web output for target cezanne. Tracked media cannot be deleted in this cleanup pass.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results_val\cut_to_Hayao","750","81.460","opened cut_to_Hayao/val_latest tree; checked 750 PNG images plus index.html","tracked","cut_raw_val_target_web_output","retain_tracked_boundary","no","Native CUT validation web output for target Hayao. Tracked media cannot be deleted in this cleanup pass.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results_val\cut_to_monet","750","92.899","opened cut_to_monet/val_latest tree; checked 750 PNG images plus index.html","tracked","cut_raw_val_target_web_output","retain_tracked_boundary","no","Native CUT validation web output for target monet. Tracked media cannot be deleted in this cleanup pass.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results_val\cut_to_photo","750","89.278","opened cut_to_photo/val_latest tree; checked 750 PNG images plus index.html","tracked","cut_raw_val_target_web_output","retain_tracked_boundary","no","Native CUT validation web output for target photo. Tracked media cannot be deleted in this cleanup pass.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\raw_results_val\cut_to_vangogh","750","100.768","opened cut_to_vangogh/val_latest tree; checked 750 PNG images plus index.html","tracked","cut_raw_val_target_web_output","retain_tracked_boundary","no","Native CUT validation web output for target vangogh. Tracked media cannot be deleted in this cleanup pass.","Needs owner-approved tracked-file policy before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\infer_5x5","1251","47.290","opened curated infer_5x5; opened summary.json, metrics.csv, summary_grid.png, meta.json, logs, fake_eval_checkpoint.pt; summary timestamp 2026-03-08 02:28:14; metrics note includes CLIP, LPIPS, FID, KID definitions","curated_mixed_files_under_related_runs","cut_curated_metric_packet","retain","no","This is the curated metric packet for CUT 5x5 test output and should be retained. It does not authorize deletion of raw_results because raw_results has tracked HTML plus ignored images.","Use as metric evidence; not a deletion ledger."
"2026-06-05Tcurrent","local_generated_media_pass5","Related_Works\runs\cut_5x5\infer_val_clean_5x5","1251","46.938","opened curated infer_val_clean_5x5; opened summary.json, metrics.csv, summary_grid.png, meta.json, logs, fake_eval_checkpoint.pt; summary timestamp 2026-03-08 02:34:43; metrics note includes CLIP, LPIPS, FID, KID definitions","curated_mixed_files_under_related_runs","cut_curated_metric_packet","retain","no","This is the curated metric packet for CUT validation output and should be retained. It does not authorize deletion of raw_results_val because raw_results_val is tracked media/html.","Use as metric evidence; not a deletion ledger."
