"location","remote_root","directory","epoch","decision","planned_action","reason","retained_evidence","checkpoint_path","checkpoint_mb","eval_summary_path","eval_summary_kind","transfer_clip_style","transfer_content_lpips","transfer_art_fid","wall_total_sec","train_log_path","train_sum_epoch_time_sec","train_epoch_time_sec","source_evidence_csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0003","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0003.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0003\summary.json","full_eval","0.6670163323978582","0.37743857948333337","","106.8814852659998","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0004","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0004.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0004\summary.json","full_eval","0.6668556912740071","0.3757503867333333","","101.22834209699977","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0005","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0005.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0005\summary.json","full_eval_artfid","0.6670102730890115","0.3587850992","408.30893303471623","101.55471802900001","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0006","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0006.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0006\summary.json","full_eval_artfid","0.6693240416049957","0.3850040076333333","410.73704020008245","104.54114171100014","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0007","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0007.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0007\summary.json","full_eval_artfid","0.6705300333599249","0.4013532969","410.32343420389236","99.20048128999997","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0008","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0008.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0008\summary.json","full_eval_artfid","0.6704904128611089","0.40721832901666677","410.9300433144268","105.18277635000004","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44","epoch_0001","keep","keep_checkpoint","Path-stability probe selected H_base epoch_0001 as matched checkpoint.","probe-selected checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\epoch_0001.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\full_eval\epoch_0001\summary.json","full_eval","0.6604710305730502","0.4350599366333333","","87.72151049994864","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\logs\training_20260603_151707.csv","198.706798791885","63.742483615875244","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44","epoch_0002","delete_candidate","delete_checkpoint","Path-stability probe used epoch_0001; e2/e3 full_eval summaries remain, but ckpts are not selected for probe.","config/log/full_eval summary plus e1 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\epoch_0002.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\full_eval\epoch_0002\summary.json","full_eval","0.6552742746472361","0.4259021642833333","","87.18359550018795","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\logs\training_20260603_151707.csv","198.706798791885","63.742483615875244","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44","epoch_0003","delete_candidate","delete_checkpoint","Path-stability probe used epoch_0001; e2/e3 full_eval summaries remain, but ckpts are not selected for probe.","config/log/full_eval summary plus e1 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\epoch_0003.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\full_eval\epoch_0003\summary.json","full_eval","0.6610099120934805","0.425756811","","87.37109569995664","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\logs\training_20260603_151707.csv","198.706798791885","63.742483615875244","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k000","epoch_0001","keep","keep_checkpoint","Path-stability probe selected H_k000 epoch_0001 as matched checkpoint.","probe-selected checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\epoch_0001.pt","67.259","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\full_eval\epoch_0001\summary.json","full_eval","0.6571637350817522","0.5246094292833334","","89.29995969985612","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\logs\training_20260603_155235.csv","199.110300779343","63.74997162818909","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k000","epoch_0002","delete_candidate","delete_checkpoint","Path-stability probe used epoch_0001; e2/e3 summaries remain, but ckpts are not selected.","config/log/full_eval summary plus e1 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\epoch_0002.pt","67.259","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\full_eval\epoch_0002\summary.json","full_eval","0.6564998625715575","0.49055543120000006","","88.24905449990183","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\logs\training_20260603_155235.csv","199.110300779343","63.74997162818909","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k000","epoch_0003","delete_candidate","delete_checkpoint","Path-stability probe used epoch_0001; e2/e3 summaries remain, but ckpts are not selected.","config/log/full_eval summary plus e1 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\epoch_0003.pt","67.259","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\full_eval\epoch_0003\summary.json","full_eval","0.658164993673563","0.5129519894333333","","88.4397754999809","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\logs\training_20260603_155235.csv","199.110300779343","63.74997162818909","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k025","epoch_0001","keep","keep_checkpoint","Path-stability probe selected H_k025 epoch_0001 as matched checkpoint.","probe-selected checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\epoch_0001.pt","67.259","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\full_eval\epoch_0001\summary.json","full_eval","0.6586881843209266","0.5019077220166668","","88.58594169979915","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\logs\training_20260603_154105.csv","199.039002180099","63.78039622306824","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k025","epoch_0002","delete_candidate","delete_checkpoint","Path-stability probe used epoch_0001; e2/e3 summaries remain, but ckpts are not selected.","config/log/full_eval summary plus e1 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\epoch_0002.pt","67.259","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\full_eval\epoch_0002\summary.json","full_eval","0.6598901497324308","0.4655916909","","88.38396210013889","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\logs\training_20260603_154105.csv","199.039002180099","63.78039622306824","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k025","epoch_0003","delete_candidate","delete_checkpoint","Path-stability probe used epoch_0001; e2/e3 summaries remain, but ckpts are not selected.","config/log/full_eval summary plus e1 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\epoch_0003.pt","67.259","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\full_eval\epoch_0003\summary.json","full_eval","0.658762426475684","0.47396453401666666","","88.40818769996986","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k025\logs\training_20260603_154105.csv","199.039002180099","63.78039622306824","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","distinct5_512_ema_baseline_direct_atom_residual_b44_remote","epoch_0001","keep","keep_checkpoint","Distinct5 table keeps baseline e1/e8 reference operating points.","baseline e1/e8 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\epoch_0001.pt","43.591","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\full_eval\epoch_0001\summary.json","full_eval","0.6582108319799105","0.45806865981666667","","101.42849573700005","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\logs\training_20260602_043649.csv","506.223088264465","62.23699736595154","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","distinct5_512_ema_baseline_direct_atom_residual_b44_remote","epoch_0002","delete_candidate","delete_checkpoint","Baseline reference keeps e1/e8; intermediate ckpt not a retained operating point and full_eval summary remains.","config/log/full_eval summary plus e1/e8 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\epoch_0002.pt","43.591","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\full_eval\epoch_0002\summary.json","full_eval","0.6584387902915478","0.46777756084999994","","95.40597825800069","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\logs\training_20260602_043649.csv","506.223088264465","62.23699736595154","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","distinct5_512_ema_baseline_direct_atom_residual_b44_remote","epoch_0003","delete_candidate","delete_checkpoint","Baseline reference keeps e1/e8; intermediate ckpt not a retained operating point and full_eval summary remains.","config/log/full_eval summary plus e1/e8 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\epoch_0003.pt","43.591","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\full_eval\epoch_0003\summary.json","full_eval","0.6579876839617887","0.4692781951500001","","97.88693645900003","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\logs\training_20260602_043649.csv","506.223088264465","62.23699736595154","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","distinct5_512_ema_baseline_direct_atom_residual_b44_remote","epoch_0004","delete_candidate","delete_checkpoint","Baseline reference keeps e1/e8; intermediate ckpt not a retained operating point and full_eval summary remains.","config/log/full_eval summary plus e1/e8 checkpoint","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\epoch_0004.pt","43.591","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\full_eval\epoch_0004\summary.json","full_eval","0.6590914752086003","0.46428104769999995","","95.14059642399934","I:\Github\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_baseline_direct_atom_residual_b44_remote\logs\training_20260602_043649.csv","506.223088264465","62.23699736595154","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
