candidate_id,block,skip_routing_mode,skip_fusion_mode,w_kinetic,w_cycle,terminal_swd_weight,w_color,w_low_freq,w_nce,w_repulsive,low_freq_kernel_size,swd_use_high_freq,swd_hf_weight_ratio,swd_patch_sizes,swd_num_projections,semantic_swd_num_projections,style_attn_temperature,semantic_attn_temperature,base_dim,num_res_blocks,batch_size,learning_rate,virtual_length_multiplier,num_epochs,save_interval,risk_level,expected_outcome,priority_note,matches_existing_core_config,duplicate_core_within_plan,short_name,run_order_block
E011,A_dense_frontier,normalized,add_proj,3.0,0.5,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C0.5_W12.5_Col0_LF0_NCE0_HF0,1
E012,A_dense_frontier,normalized,add_proj,3.0,0.5,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C0.5_W15_Col0_LF0_NCE0_HF0,1
E013,A_dense_frontier,normalized,add_proj,3.0,1.0,10.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C1_W10_Col0_LF0_NCE0_HF0,1
E014,A_dense_frontier,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,1
E015,A_dense_frontier,normalized,add_proj,3.0,1.0,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C1_W15_Col0_LF0_NCE0_HF0,1
E016,A_dense_frontier,normalized,add_proj,3.0,1.5,10.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C1.5_W10_Col0_LF0_NCE0_HF0,1
E017,A_dense_frontier,normalized,add_proj,3.0,1.5,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C1.5_W12.5_Col0_LF0_NCE0_HF0,1
E018,A_dense_frontier,normalized,add_proj,3.0,1.5,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K3_C1.5_W15_Col0_LF0_NCE0_HF0,1
E019,A_dense_frontier,normalized,add_proj,4.0,0.5,10.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K4_C0.5_W10_Col0_LF0_NCE0_HF0,1
E020,A_dense_frontier,normalized,add_proj,4.0,0.5,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K4_C0.5_W12.5_Col0_LF0_NCE0_HF0,1
E021,A_dense_frontier,normalized,add_proj,4.0,0.5,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K4_C0.5_W15_Col0_LF0_NCE0_HF0,1
E022,A_dense_frontier,normalized,add_proj,4.0,1.0,10.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K4_C1_W10_Col0_LF0_NCE0_HF0,1
E023,A_dense_frontier,normalized,add_proj,4.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K4_C1_W12.5_Col0_LF0_NCE0_HF0,1
E024,A_dense_frontier,normalized,add_proj,4.0,1.0,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find smoother Pareto optimum between style and content,fill missing K/C/W interpolation around current Pareto frontier; Col=0,False,False,norm_K4_C1_W15_Col0_LF0_NCE0_HF0,1
E025,B_skip_check,add_proj,add_proj,2.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,skip mode may be fixed afterward if differences stay tiny,test if normalized advantage persists near interpolated optimum,False,False,add__K2_C1_W12.5_Col0_LF0_NCE0_HF0,6
E026,B_skip_check,none,add_proj,2.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,skip mode may be fixed afterward if differences stay tiny,test if normalized advantage persists near interpolated optimum,False,False,none_K2_C1_W12.5_Col0_LF0_NCE0_HF0,6
E027,B_skip_check,add_proj,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,skip mode may be fixed afterward if differences stay tiny,test if normalized advantage persists near interpolated optimum,False,False,add__K3_C1_W12.5_Col0_LF0_NCE0_HF0,6
E028,B_skip_check,none,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,low,skip mode may be fixed afterward if differences stay tiny,test if normalized advantage persists near interpolated optimum,False,False,none_K3_C1_W12.5_Col0_LF0_NCE0_HF0,6
E029,C_highfreq_swd,normalized,add_proj,2.0,0.5,12.5,0.0,0.0,0.0,0.0,7,True,0.25,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,False,norm_K2_C0.5_W12.5_Col0_LF0_NCE0_HF1,2
E030,C_highfreq_swd,normalized,add_proj,2.0,1.0,12.5,0.0,0.0,0.0,0.0,7,True,0.25,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,False,norm_K2_C1_W12.5_Col0_LF0_NCE0_HF1,2
E031,C_highfreq_swd,normalized,add_proj,3.0,0.5,12.5,0.0,0.0,0.0,0.0,7,True,0.25,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,False,norm_K3_C0.5_W12.5_Col0_LF0_NCE0_HF1,2
E032,C_highfreq_swd,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,True,0.25,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF1,2
E033,C_highfreq_swd,normalized,add_proj,2.0,0.5,15.0,0.0,0.0,0.0,0.0,7,True,0.5,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,True,norm_K2_C0.5_W15_Col0_LF0_NCE0_HF1,2
E034,C_highfreq_swd,normalized,add_proj,2.0,1.0,15.0,0.0,0.0,0.0,0.0,7,True,0.5,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,True,norm_K2_C1_W15_Col0_LF0_NCE0_HF1,2
E035,C_highfreq_swd,normalized,add_proj,3.0,0.5,15.0,0.0,0.0,0.0,0.0,7,True,0.5,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,True,norm_K3_C0.5_W15_Col0_LF0_NCE0_HF1,2
E036,C_highfreq_swd,normalized,add_proj,3.0,1.0,15.0,0.0,0.0,0.0,0.0,7,True,0.5,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,False,norm_K3_C1_W15_Col0_LF0_NCE0_HF1,2
E037,C_highfreq_swd,normalized,add_proj,2.0,0.5,15.0,0.0,0.0,0.0,0.0,7,True,1.0,1|3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,high,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,True,norm_K2_C0.5_W15_Col0_LF0_NCE0_HF1,2
E038,C_highfreq_swd,normalized,add_proj,3.0,0.5,15.0,0.0,0.0,0.0,0.0,7,True,1.0,1|3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,high,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,True,norm_K3_C0.5_W15_Col0_LF0_NCE0_HF1,2
E039,C_highfreq_swd,normalized,add_proj,4.0,1.0,12.5,0.0,0.0,0.0,0.0,7,True,0.5,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,False,norm_K4_C1_W12.5_Col0_LF0_NCE0_HF1,2
E040,C_highfreq_swd,normalized,add_proj,4.0,1.0,15.0,0.0,0.0,0.0,0.0,7,True,0.5,1|3|5|9,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,increase style/texture without reverting to destructive color loss,turn on high-frequency SWD with controlled ratio; major missing axis,False,False,norm_K4_C1_W15_Col0_LF0_NCE0_HF1,2
E041,D_anchor_style_safe,normalized,add_proj,2.0,0.5,15.0,0.0,0.15,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K2_C0.5_W15_Col0_LF0.15_NCE0_HF0,3
E042,D_anchor_style_safe,normalized,add_proj,2.0,0.5,15.0,0.0,0.3,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K2_C0.5_W15_Col0_LF0.3_NCE0_HF0,3
E043,D_anchor_style_safe,normalized,add_proj,3.0,0.5,15.0,0.0,0.15,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K3_C0.5_W15_Col0_LF0.15_NCE0_HF0,3
E044,D_anchor_style_safe,normalized,add_proj,3.0,1.0,15.0,0.0,0.3,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K3_C1_W15_Col0_LF0.3_NCE0_HF0,3
E045,D_anchor_style_safe,normalized,add_proj,2.0,0.5,15.0,0.0,0.0,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K2_C0.5_W15_Col0_LF0_NCE0.03_HF0,3
E046,D_anchor_style_safe,normalized,add_proj,2.0,1.0,15.0,0.0,0.0,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K2_C1_W15_Col0_LF0_NCE0.06_HF0,3
E047,D_anchor_style_safe,normalized,add_proj,3.0,0.5,15.0,0.0,0.0,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K3_C0.5_W15_Col0_LF0_NCE0.03_HF0,3
E048,D_anchor_style_safe,normalized,add_proj,3.0,1.0,15.0,0.0,0.0,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K3_C1_W15_Col0_LF0_NCE0.06_HF0,3
E049,D_anchor_style_safe,normalized,add_proj,2.0,0.5,17.5,0.0,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K2_C0.5_W17.5_Col0_LF0.15_NCE0.03_HF0,3
E050,D_anchor_style_safe,normalized,add_proj,2.0,1.0,17.5,0.0,0.3,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K2_C1_W17.5_Col0_LF0.3_NCE0.03_HF0,3
E051,D_anchor_style_safe,normalized,add_proj,3.0,0.5,17.5,0.0,0.15,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K3_C0.5_W17.5_Col0_LF0.15_NCE0.06_HF0,3
E052,D_anchor_style_safe,normalized,add_proj,3.0,1.0,17.5,0.0,0.3,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,recover content while testing W15-17.5 style gains,use mild low_freq/NCE anchors to support higher style pressure,False,False,norm_K3_C1_W17.5_Col0_LF0.3_NCE0.06_HF0,3
E053,E_mild_color,normalized,add_proj,3.0,1.0,12.5,0.5,0.15,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K3_C1_W12.5_Col0.5_LF0.15_NCE0_HF0,5
E054,E_mild_color,normalized,add_proj,3.0,1.0,12.5,1.0,0.15,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K3_C1_W12.5_Col1_LF0.15_NCE0_HF0,5
E055,E_mild_color,normalized,add_proj,3.0,1.0,12.5,2.0,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K3_C1_W12.5_Col2_LF0.15_NCE0.03_HF0,5
E056,E_mild_color,normalized,add_proj,3.0,1.0,12.5,3.0,0.3,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,high,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K3_C1_W12.5_Col3_LF0.3_NCE0.03_HF0,5
E057,E_mild_color,normalized,add_proj,2.0,1.0,15.0,0.5,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K2_C1_W15_Col0.5_LF0.15_NCE0.03_HF0,5
E058,E_mild_color,normalized,add_proj,2.0,1.0,15.0,1.0,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K2_C1_W15_Col1_LF0.15_NCE0.03_HF0,5
E059,E_mild_color,normalized,add_proj,2.0,1.0,15.0,2.0,0.3,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K2_C1_W15_Col2_LF0.3_NCE0.06_HF0,5
E060,E_mild_color,normalized,add_proj,2.0,1.0,15.0,5.0,0.3,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,high,find whether color can improve palette without geometry collapse,test small color weights with safeguards; previous Col=15 was too large,False,False,norm_K2_C1_W15_Col5_LF0.3_NCE0.06_HF0,5
E061,F_aggressive_style,normalized,add_proj,0.5,0.5,15.0,0.0,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K0.5_C0.5_W15_Col0_LF0.15_NCE0.03_HF0,4
E062,F_aggressive_style,normalized,add_proj,0.5,1.0,15.0,0.0,0.3,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.00015,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K0.5_C1_W15_Col0_LF0.3_NCE0.03_HF0,4
E063,F_aggressive_style,normalized,add_proj,1.0,0.5,17.5,0.0,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K1_C0.5_W17.5_Col0_LF0.15_NCE0.03_HF0,4
E064,F_aggressive_style,normalized,add_proj,1.0,1.0,17.5,0.0,0.3,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.00015,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K1_C1_W17.5_Col0_LF0.3_NCE0.06_HF0,4
E065,F_aggressive_style,normalized,add_proj,1.5,0.5,20.0,0.0,0.15,0.03,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.00015,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K1.5_C0.5_W20_Col0_LF0.15_NCE0.03_HF0,4
E066,F_aggressive_style,normalized,add_proj,1.5,1.0,20.0,0.0,0.3,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0001,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K1.5_C1_W20_Col0_LF0.3_NCE0.06_HF0,4
E067,F_aggressive_style,normalized,add_proj,2.0,0.5,25.0,0.0,0.3,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0001,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K2_C0.5_W25_Col0_LF0.3_NCE0.06_HF0,4
E068,F_aggressive_style,normalized,add_proj,2.0,1.0,25.0,0.0,0.5,0.06,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,64,4,108,0.0001,1.0,8,1,high,try to move CLIP-style ceiling without catastrophic LPIPS,deliberately push style frontier while adding anchors/lower LR,False,False,norm_K2_C1_W25_Col0_LF0.5_NCE0.06_HF0,4
E069,G_arch_temp,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,96,4,108,0.0002,1.0,8,1,high,check if style ceiling is capacity/temperature limited,riskier capacity/attention-temperature tests,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,8
E070,G_arch_temp,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.05,0.12,96,4,108,0.0002,1.0,8,1,high,check if style ceiling is capacity/temperature limited,riskier capacity/attention-temperature tests,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,8
E071,G_arch_temp,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.08,0.12,96,6,108,0.0002,1.0,8,1,high,check if style ceiling is capacity/temperature limited,riskier capacity/attention-temperature tests,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,8
E072,G_arch_temp,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.05,0.12,64,6,108,0.0002,1.0,8,1,high,check if style ceiling is capacity/temperature limited,riskier capacity/attention-temperature tests,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,8
E073,G_arch_temp,normalized,add_proj,2.0,1.0,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.05,0.08,64,4,108,0.0002,1.0,8,1,medium,check if style ceiling is capacity/temperature limited,riskier capacity/attention-temperature tests,False,True,norm_K2_C1_W15_Col0_LF0_NCE0_HF0,8
E074,G_arch_temp,normalized,add_proj,2.0,1.0,15.0,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,64,64,0.05,0.08,96,4,108,0.0002,1.0,8,1,high,check if style ceiling is capacity/temperature limited,riskier capacity/attention-temperature tests,False,True,norm_K2_C1_W15_Col0_LF0_NCE0_HF0,8
E075,H_ot_swd_fidelity,normalized,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,0.0,7,False,1.0,3|5|7|15,128,64,0.08,0.12,64,4,108,0.0002,1.0,8,1,medium,test if better OT cost improves matching quality/stability,increase SWD/semantic projection fidelity and patch coverage,False,True,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,7
