"exp_dir","deleted_files","deleted_mb","first_deleted_path","last_deleted_path","reason"
"wikiart512_ema_spectral_stat_gain4_adapt_e2_b48","2","87.248","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spectral_stat_gain4_adapt_e2_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spectral_stat_gain4_adapt_e2_b48\epoch_0002.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_deltafreq_high05_recover_e2_b48","2","87.248","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\epoch_0002.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_spectral_guard_from_spectral_e2_b48","2","87.248","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spectral_guard_from_spectral_e2_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spectral_guard_from_spectral_e2_b48\epoch_0002.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64","4","60.432","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\epoch_0004.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_tokenizer_only_e4_from_e8_b48","4","60.300","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\epoch_0004.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"tokenizer_directional_from_spectral_e120_b16","1","43.636","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_from_spectral_e120_b16\tokenizer_directional.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_from_spectral_e120_b16\tokenizer_directional.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_execdecoder_tokprobe_e1_b32","1","43.635","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_tokprobe_e1_b32\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_tokprobe_e1_b32\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_centroid_gain_e1_from_spectral_b48","1","43.625","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_relative_margin005_e1_from_spectral_b48","1","43.625","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_relative_margin005_e1_from_spectral_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_relative_margin005_e1_from_spectral_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_relative_margin_e1_from_spectral_b48","1","43.625","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_relative_margin_e1_from_spectral_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_relative_margin_e1_from_spectral_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_lowspatial_guard_e1_from_spectral_b48","1","43.625","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_lowspatial_guard_e1_from_spectral_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_lowspatial_guard_e1_from_spectral_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48","1","43.624","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_spatial_proto_blend025_guard_e1_b48","1","43.624","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48","1","43.624","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"tokenizer_directional_metric_e300_b16","1","43.602","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_metric_e300_b16\tokenizer_directional.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_metric_e300_b16\tokenizer_directional.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_execdecoder_fieldbound_c045_s090_g110_120b","2","30.095","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\epoch_0001_budget_safety125.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_spatial_atom_tokonly_e1_b32","1","19.365","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spatial_atom_tokonly_e1_b32\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_spatial_atom_tokonly_e1_b32\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_geometry_spatial_rank4_120b","1","16.548","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_spatial_rank4_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_spatial_rank4_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_tokenizer_geostat_g005_120b","1","16.365","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geostat_g005_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geostat_g005_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_tokenizer_geostat_120b","1","16.365","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geostat_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geostat_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_tokenizer_geomnorm_120b","1","16.365","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geomnorm_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geomnorm_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32","1","16.362","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16","1","15.111","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_geometry_filter_rank4_120b","1","15.101","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_filter_rank4_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_filter_rank4_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_geometry_derivative_filter_rank4_120b","1","15.101","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_derivative_filter_rank4_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_derivative_filter_rank4_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_truegrad_tokenbudget_full_e1_b32","1","15.057","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_pair_content_release_from_0790_e1_b160","1","15.051","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_pair_content_release_from_0790_e1_b160\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_pair_content_release_from_0790_e1_b160\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_metric_budget_decoder_safety125_probe120_b80","1","15.048","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_metric_budget_decoder_safety125_probe120_b80\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_metric_budget_decoder_safety125_probe120_b80\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_geostat_execdecoder_fieldbound_120b","1","15.047","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geostat_execdecoder_fieldbound_120b\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geostat_execdecoder_fieldbound_120b\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_execdecoder_40b_lr2e4","1","15.046","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_40b_lr2e4\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_40b_lr2e4\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_execdecoder_bound070_120b_lr2e4","1","15.046","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_bound070_120b_lr2e4\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_bound070_120b_lr2e4\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"split_axis_execdecoder_bound090_120b_lr2e4","1","15.046","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_bound090_120b_lr2e4\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_bound090_120b_lr2e4\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4","1","15.043","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\epoch_0001.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\epoch_0001.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"representation_probes","2","9.905","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\latent_style_classifier_w192.pt","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\latent_style_classifier_w64.pt","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
