experiment,transfer_clip_style,transfer_content_lpips,full_clip_style,full_content_lpips,selection,train_batch,train_epochs,status,family,reading,evidence_path
inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,0.7102169366677601,0.46031463221666663,0.7303320403099061,0.45594069648,epoch_0013,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueue,"Strong low-LPIPS successor line. Does not beat the style frontier, but becomes the new best content-preserving tradeoff point among the promoted successor families.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-anisostokes-queue.md
inmortal_xpred_kmanifold_seed42_b32,0.7259045845270157,0.6863445074166666,0.7284026646614075,0.6789783859999998,epoch_0007,32,8,completed,XPred_Kmanifold,"Snapshot-matched repaired x-pred packet. Clearly stronger than XPred_Barycenter on both style and LPIPS, but still far from the LPIPS target band.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold.md
inmortal_xpred_phighpass_seed42_b28,0.6802587313453358,0.7747667141333333,0.6804589060942332,0.7702966324399999,epoch_0006,28,8,completed,XPred_Phighpass,Snapshot-matched proximal-only repair attempt. Clean negative result: weaker than XPred_Barycenter and much weaker than XPred_Kmanifold on both style and LPIPS.,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-phighpass.md
inmortal_xpred_kmanifold_phighpass_seed42_b32,0.6657207583387692,0.7877514536166667,0.6657259664535522,0.7829053158799999,epoch_0006,32,8,completed,XPred_Kmanifold_Phighpass,Snapshot-matched combo repair attempt. Strong negative result: adding the current high-pass residual branch on top of Kmanifold degrades both style and LPIPS.,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-phighpass.md
inmortal_xpred_kmanifold_pmod_seed42_b32,0.7153414665659269,0.7305125110666666,0.7161307516098023,0.7244021004666666,epoch_0007,32,8,completed,XPred_Kmanifold_Pmod,"Snapshot-matched modulation repair attempt. Better than the high-pass residual family, but still worse than XPred_Kmanifold on both style and LPIPS.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pmod.md
inmortal_xpred_kmanifold_pattn_seed42_b16,0.7288531258702278,0.6370331159333334,0.7338316518465678,0.62782097084,epoch_0006,16,8,completed,XPred_Kmanifold_Pattn_base,First promoted cross-attention proximal frontier. Beats XPred_Kmanifold on both style and LPIPS.,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn.md
inmortal_xpred_kmanifold_pattn_seed42_b16_e12_continue,0.7289178653558095,0.6210744250833334,0.7351596157550813,0.611331816,epoch_0011,16,12,completed,XPred_Kmanifold_Pattn_longer,Longer-training continuation of the promoted Pattn family. Keeps style flat and further improves LPIPS.,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-longer.md
inmortal_xpred_kmanifold_pattn_stokes_from_pattn_seed42_b16,0.7274343500534693,0.6032513947166667,0.7355936773618064,0.5915051698266667,epoch_0013,16,16,completed,XPred_Kmanifold_Pattn_Stokes_finetune,Late weak-Stokes fine-tune from the promoted Pattn continuation. Keeps style within the promoted band while improving LPIPS enough to become the new selected frontier.,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-stokes-from-pattn.md
inmortal_xpred_kmanifold_pattn_stokes002_from_pattn_seed42_b16,0.7306720416744552,0.6182822015833332,0.7372151756286620,0.6069087232000000,epoch_0013,16,16,completed,XPred_Kmanifold_Pattn_Stokes002_finetune,"Late weaker-Stokes fine-tune from the promoted Pattn continuation. Raises the raw style frontier above the 0.05 packet, but gives back part of its LPIPS gain.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-stokes002-from-pattn.md
inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.7135675243536631,0.5931096112833334,0.7184169642925262,0.5878224420266667,epoch_0001,16,8,completed,XPred_Kmanifold_Pattn_Aniso,"Lower-LPIPS early tradeoff, but not a promoted frontier because style drops too far and later epochs degrade.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-aniso.md
inmortal_xpred_kmanifold_pattn_stokes_seed42_b16,0.7192763841152191,0.6221591451833334,0.7256521624724069,0.6138432296666667,epoch_0003,16,8,completed,XPred_Kmanifold_Pattn_Stokes_base,"Cleaner LPIPS-oriented tradeoff than Aniso, but still not a promoted frontier over the Pattn continuation.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-stokes.md
inmortal_xpred_kmanifold_pattn_stokes_seed42_b16_e12_continue,0.7111518693963687,0.5653205801999999,0.7218620393276215,0.5553514326266666,epoch_0009,16,12,completed,XPred_Kmanifold_Pattn_Stokes_longer,"Longer-training continuation of the Stokes tradeoff family. Keeps pushing LPIPS down, but style drops enough that it remains an alternative tradeoff rather than the promoted frontier.",SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-stokes-longer.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,0.7094652552405993,0.5750884950500000,0.7168066346645354,0.5703394691600000,epoch_0017,8,24,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,"Negative closure. The proximal trust penalty was active, but could not preserve the parent e13 basin; best point only nearly ties style while losing badly on LPIPS.",SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-trust-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,0.7030789342522622,0.6697252024333333,0.7047770067850749,0.6629543712666667,epoch_0009,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrustReseed,"Negative closure. Resetting optimizer and training state improves over direct continuation, but still fails to recover the parent e13 low-LPIPS basin.",SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-trust-reseed-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamp_reseed_from_e13_seed42_b8a2,0.7022214815020562,0.4867489590166667,0.7183329335053762,0.4814485383866667,epoch_0003,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReseed,Positive closure. Hard proximal clamping is the first recovery mechanism that beats the transfer reference on both axes and stays close to the all-pairs anchor without relapsing into proximal takeover.,SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clamp-reseed-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,0.7006856802105903,0.4753913680166667,0.7182820758024850,0.4700520145066667,epoch_0003,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseReseed,Positive closure. Clamp release keeps the proximal takeover under control while improving the fixed-clamp LPIPS tradeoff at nearly unchanged style.,SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clamprelease-reseed-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,0.7075159347057343,0.5297681343499999,0.7198151224454244,0.5236551378133333,epoch_0001,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,"Negative closure. Removing the tighter 1.10 early clamp and releasing farther to 1.60 never recovers a better frontier; the packet stays stable, but LPIPS regresses sharply relative to both the fixed-clamp and first-release packets.",SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clampreleasewide-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,0.7013910380999248,0.4767646883000001,0.7188134366671244,0.4716046861866667,epoch_0003,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseLateWideReseed,"Near-tie negative closure. A slower linear release to 1.60 nearly matches the positive clamp-release packet and clearly improves over the failed wide-release packet, but still gives back a small amount of LPIPS and does not become the promoted frontier.",SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clampreleaselatewide-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,0.7009431035319963,0.47257613961666667,0.7188817551136018,0.4670912204266666,epoch_0003,8,15,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,"Positive incremental closure. Explicit 4-epoch hold slightly improves the release family e3 low-LPIPS point, but later wide release still decays and does not threaten the paper-facing e13 anchor.",SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clamphold4wide-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6679104718565941,0.2877401607683333,0.701385300397873,0.2877822590746667,epoch_0008,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,"Positive geometry-anchor closure. The family converges to an extremely low-LPIPS plateau around 0.668/0.288 transfer, but style remains capped and never challenges the headline frontier.",SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clamphold4mid-from-e13.md
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4slowmid_reseed_from_e13_seed42_b8a2,0.667306402126948,0.2898400301633334,0.700878821929296,0.289787304576,epoch_0012,8,16,completed,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4SlowMidReseed,Near-tie negative closure. Slowing the same single-stage release does not outperform hold4mid; style is slightly lower and LPIPS is slightly worse.,SchrodingerBridge/docs/experiments/2026-06-08-inmortal-anisostokes-queue-clamphold4slowmid-from-e13.md
