family_id,scope,parent_clip_style,parent_content_lpips,control_clip_style,control_content_lpips,candidate_clip_style,candidate_content_lpips,parent_style_minus_idt,control_style_minus_idt,candidate_style_minus_idt,candidate_minus_control_clip_style,candidate_minus_control_content_lpips,decision,notes
smoe_translator_k070_e3_e7,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.701994600058,0.328815206840,0.023110920787,0.023110920787,0.021871987184,-0.001238933603,0.016265562141,running_non_pareto_tail,SMoE-only e7 all-pairs also recovers from e6 but remains non-Pareto and dominated by the parent
smoe_translator_k070_e3_e8,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.701901461164,0.315335087800,0.023110920787,0.023110920787,0.021778848290,-0.001332072497,0.002785443101,running_curve_pareto_structure,SMoE-only e8 all-pairs is the closest structure point so far but is still dominated by k070 epoch_0003
smoe_translator_k070_e3_e9,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.704250733773,0.322687724320,0.023110920787,0.023110920787,0.024128120899,0.001017200112,0.010138079621,running_best_style_tradeoff,SMoE-only e9 also beats the parent on all-pairs style but remains outside the parent structure band
smoe_translator_k070_e3_e10,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.701628218015,0.320149309267,0.023110920787,0.023110920787,0.021505605141,-0.001605315646,0.007599664568,running_curve_pareto_tradeoff,SMoE-only e10 is another candidate-curve Pareto point but still fails the matched parent
smoe_translator_k070_e3_e11,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.701142102758,0.324271703067,0.023110920787,0.023110920787,0.021019489884,-0.002091430903,0.011722058368,running_non_pareto_tail,SMoE-only e11 all-pairs also regresses and leaves since_last_pareto=1 after the e10 Pareto point
smoe_translator_k070_e3_e12,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.701153503617,0.328471333360,0.023110920787,0.023110920787,0.021030890743,-0.002080030044,0.015921688661,running_non_pareto_tail,SMoE-only e12 all-pairs is the second post-e10 tail point and keeps since_last_pareto=2
smoe_translator_k070_e3_e13,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.702368875662,0.332185821467,0.023110920787,0.023110920787,0.022246262788,-0.000864657999,0.019636176768,running_non_pareto_tail,SMoE-only e13 all-pairs remains below parent style and far above parent LPIPS; since_last_pareto=3
smoe_translator_k070_e3_e14,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703218044639,0.322685537381,0.023110920787,0.023110920787,0.023095431765,-0.000015489022,0.010135892682,running_new_curve_pareto_lpips_cost,SMoE-only e14 all-pairs is essentially parent-level style but with much higher LPIPS; patience resets because it is on the candidate curve Pareto front
smoe_translator_k070_e3_e15,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.702172998667,0.330397505347,0.023110920787,0.023110920787,0.022050385793,-0.001060534994,0.017847860648,cost_stopped_not_promoted,SMoE-only e15 also regresses all-pairs style and LPIPS against the matched parent; do not launch Fiberwise SWD on this SMoE parent
k070_kin070_vlen010_e1,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.702885095755,0.332846423480,0.023110920787,0.023110920787,0.022762482882,-0.000348437906,0.020296778781,cost_stopped_negative,Short vlen=0.10 kinetic-release e1 loses all-pairs style and pays LPIPS cost
k070_kin070_vlen010_e2,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.704226402799,0.337493635987,0.023110920787,0.023110920787,0.024103789926,0.000992869138,0.024943991288,cost_stopped_negative,Short vlen=0.10 kinetic-release e2 improves all-pairs style slightly but opens a large LPIPS gap
k070_kin070_vlen010_e3,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703133332809,0.347736447293,0.023110920787,0.023110920787,0.023010719935,-0.000100200852,0.035186802594,cost_stopped_negative,Short vlen=0.10 kinetic-release e3 is dominated by the matched parent on all-pairs and confirms the cost stop
rgbcal_k070_e3_s025,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.688667568048,0.305491633280,0.023110920787,0.023110920787,0.008544955174,-0.014565965613,-0.007058011419,cost_positive_quality_negative,Eval-only decoded RGB affine calibration strength=0.25 from k070 epoch_0003; all-pairs LPIPS improves but style drops versus matched parent
rgbcal_k070_e3_s050,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.679670116027,0.324096545493,0.023110920787,0.023110920787,-0.000452496847,-0.023563417634,0.011546900794,cost_positive_quality_negative,Eval-only decoded RGB affine calibration strength=0.50 from k070 epoch_0003; dominated because style drops and LPIPS worsens
rgbcal_k070_e3_s075,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.675231383920,0.347545659480,0.023110920787,0.023110920787,-0.004891228954,-0.028002149741,0.034996014781,cost_positive_quality_negative,Eval-only decoded RGB affine calibration strength=0.75 from k070 epoch_0003; dominated and not promoted
fiber_sde_fine_sigma0p04,full,0.703233533660571,0.312549644698667,0.705756703019142,0.317373639113333,0.705679711500804,0.317446420245333,0.0231109207868576,0.0256340901454291,0.0255570986270905,-7.69915183385095E-05,7.27811320000438E-05,fiber_negative_isotropic_better,Fine SDE eval-only extension on k070 epoch_0003 with seed=42; sigma=0.04; fiber-aligned compared only against same-sigma isotropic control.
fiber_sde_fine_sigma0p06,full,0.703233533660571,0.312549644698667,0.708146372755369,0.325219768326667,0.708072879910469,0.325322329253333,0.0231109207868576,0.0280237598816554,0.027950267036756,-7.34928448994365E-05,0.000102560926666662,fiber_negative_isotropic_better,Fine SDE eval-only extension on k070 epoch_0003 with seed=42; sigma=0.06; fiber-aligned compared only against same-sigma isotropic control.
fiber_sde_fine_sigma0p08,full,0.703233533660571,0.312549644698667,0.710652820666631,0.336767489733333,0.710640654484431,0.336796519426667,0.0231109207868576,0.030530207792918,0.0305180416107178,-1.2166182200235E-05,2.90296933333489E-05,fiber_negative_isotropic_better,Fine SDE eval-only extension on k070 epoch_0003 with seed=42; sigma=0.08; fiber-aligned compared only against same-sigma isotropic control.
topology_release_k070_e3_blend0p5,full,0.703233533660571,0.312549644698667,0.703233533660571,0.312549644698667,0.703251774112383,0.312523505173333,0.0231109207868576,0.0231109207868576,0.0231291612386703,1.82404518126456E-05,-2.6139525333424E-05,flat_no_training_value,Eval-only topology-release from k070 epoch_0003; only semantic_self_topology_blend changed at inference; seed=42.
topology_release_k070_e3_blend0p3,full,0.703233533660571,0.312549644698667,0.703233533660571,0.312549644698667,0.70326549867789,0.312591612,0.0231109207868576,0.0231109207868576,0.0231428858041764,3.19650173188357E-05,4.19673013332678E-05,flat_no_training_value,Eval-only topology-release from k070 epoch_0003; only semantic_self_topology_blend changed at inference; seed=42.
topology_release_k070_e3_blend0p0,full,0.703233533660571,0.312549644698667,0.703233533660571,0.312549644698667,0.703088555534681,0.312572472253333,0.0231109207868576,0.0231109207868576,0.0229659426609675,-0.000144978125890094,2.2827554666649E-05,flat_no_training_value,Eval-only topology-release from k070 epoch_0003; only semantic_self_topology_blend changed at inference; seed=42.
appearance_blend_k070_e3_blend0p0,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703189037720,0.312539916813,0.023110920787,0.023110920787,0.023066424847,-0.000044495940,-0.000009727885,flat_no_training_value,"output_appearance_blend=0.0 eval-only from k070 epoch_0003; style response is below material threshold, so no training lane"
appearance_blend_k070_e3_blend0p5,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703189037720,0.312539916813,0.023110920787,0.023110920787,0.023066424847,-0.000044495940,-0.000009727885,flat_no_training_value,"output_appearance_blend=0.5 eval-only from k070 epoch_0003; style response is below material threshold, so no training lane"
appearance_blend_k070_e3_blend1p0,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703186935663,0.312538625320,0.023110920787,0.023110920787,0.023064322790,-0.000046597997,-0.000011019379,flat_no_training_value,"output_appearance_blend=1.0 eval-only from k070 epoch_0003; style response is below material threshold, so no training lane"
pc_lowpass_k070_e3_step0p03,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703034697135,0.311722793845,0.023110920787,0.023110920787,0.022912084262,-0.000198836525,-0.000826850853,structure_repair_not_style_path,"solver_pc latent_lowpass step_size=0.03 eval-only from k070 epoch_0003; LPIPS improves but style decreases, so not promoted under style-priority target"
pc_lowpass_k070_e3_step0p06,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.702729059815,0.311048487819,0.023110920787,0.023110920787,0.022606446942,-0.000504473845,-0.001501156880,structure_repair_not_style_path,"solver_pc latent_lowpass step_size=0.06 eval-only from k070 epoch_0003; LPIPS improves but style decreases, so not promoted under style-priority target"
pc_lowpass_k070_e3_step0p10,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.702627537052,0.310271121908,0.023110920787,0.023110920787,0.022504924178,-0.000605996609,-0.002278522791,structure_repair_not_style_path,"solver_pc latent_lowpass step_size=0.10 eval-only from k070 epoch_0003; LPIPS improves but style decreases, so not promoted under style-priority target"
latent_affine_k070_e3_s025,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.707267754912,0.306689028801,0.023110920787,0.023110920787,0.027145142039,0.004034221252,-0.005860615897,balanced_positive,latent style affine strength=0.25 eval-only from k070 epoch_0003; improves both all-pairs style and LPIPS versus parent
latent_affine_k070_e3_s050,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.712763565024,0.316211839219,0.023110920787,0.023110920787,0.032640952150,0.009530031363,0.003662194520,balanced_style_candidate,latent style affine strength=0.50 eval-only from k070 epoch_0003; best balanced all-pairs style gain in this cheap screen
latent_affine_k070_e3_s075,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.717592530171,0.336945327413,0.023110920787,0.023110920787,0.037469917297,0.014358996511,0.024395682715,style_ceiling_candidate,latent style affine strength=0.75 eval-only from k070 epoch_0003; highest all-pairs style but not structure-balanced
latent_affine_refine_k070_e3_s035,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.709328662276,0.308847001747,0.023110920787,0.023110920787,0.029206049403,0.006095128616,-0.003702642952,structure_positive,latent affine refinement strength=0.35; improves all-pairs style and LPIPS versus parent
latent_affine_refine_k070_e3_s045,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.711608707031,0.313229884107,0.023110920787,0.023110920787,0.031486094157,0.008375173370,0.000680239408,balanced_frontier,latent affine refinement strength=0.45; all-pairs style gain with near-parent LPIPS
latent_affine_refine_k070_e3_s060,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.714809619665,0.323338616285,0.023110920787,0.023110920787,0.034687006791,0.011576086005,0.010788971587,style_gain_structure_cost,latent affine refinement strength=0.60; all-pairs style increases but LPIPS cost grows
latent_affine_refine_k070_e3_s050_pc010,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.712667218526,0.314518563792,0.023110920787,0.023110920787,0.032544605652,0.009433684866,0.001968919093,pc_safety_marginal,latent affine strength=0.50 plus solver_pc step=0.10; all-pairs LPIPS repair is small
latent_affine_refine_k070_e3_s075_pc010,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.717559661468,0.336053062227,0.023110920787,0.023110920787,0.037437048594,0.014326127807,0.023503417528,pc_not_enough,latent affine strength=0.75 plus solver_pc step=0.10; remains style ceiling with too much structure cost
i2sb_slerp_orthogonal_lowhigh_e1_vs_latent_slerp_e2,transfer,0.671820352425,0.314618110807,0.712038,0.476511,0.704827819467,0.446676393400,0.031899527162,0.072117174737,0.064906994204,-0.007210180533,-0.029834606600,closed_negative_style_loss,candidate e1 improves LPIPS versus latent-slerp e2 but loses the target-facing style shock; hard low/high endpoint projection suppresses style actuation
i2sb_slerp_orthogonal_lowhigh_e1_vs_orthogonal_e1,transfer,0.671820352425,0.314618110807,0.705847,0.451386,0.704827819467,0.446676393400,0.031899527162,0.065926174737,0.064906994204,-0.001019180533,-0.004709606600,inconclusive_tie_not_promoted,candidate e1 is nearly the same as orthogonal-lowhigh e1 with slightly lower LPIPS and slightly lower style; integration does not add latent-slerp style benefit
i2sb_slerp_orthogonal_lowhigh_e15_vs_latent_slerp_e28,transfer,0.671820352425,0.314618110807,0.682638,0.352726,0.678109111488,0.350421056400,0.031899527162,0.042717174737,0.038188286225,-0.004528888512,-0.002304943600,lpips_only_not_promoted,candidate e15 makes a tiny LPIPS-only improvement over latent-slerp e28 but style falls further; this is not progress toward Seedream/style-first target
i2sb_lowanchor050_e9_vs_hard_orthogonal_e4,transfer,0.671820352425,0.314618110807,0.698245,0.390826,0.701428824365,0.372202562000,0.031899527162,0.058324174737,0.061507999102,0.003183824365,-0.018623438000,running_positive_in_band,low-anchor0.50 e9 reaches the short style-first gate and improves both style and LPIPS versus hard orthogonal-lowhigh e4; continue tail before closure
i2sb_lowanchor050_e9_vs_slerp_orthogonal_e15,transfer,0.671820352425,0.314618110807,0.678109111488,0.350421056400,0.701428824365,0.372202562000,0.031899527162,0.038188286225,0.061507999102,0.023319712877,0.021781505600,style_first_positive,"candidate sacrifices LPIPS relative to the slerp+hard-orthogonal LPIPS floor but recovers +0.02332 style, which is target-facing under the Seedream/style-first rule"
