src_style,src_slug,src_path
Early_Renaissance,Early_Renaissance__domenico-ghirlandaio_st-jerome,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__domenico-ghirlandaio_st-jerome.jpg
Early_Renaissance,Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter.jpg
Early_Renaissance,Early_Renaissance__domenico-ghirlandaio_the-nativity-1,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__domenico-ghirlandaio_the-nativity-1.jpg
Early_Renaissance,Early_Renaissance__domenico-veneziano_not-detected-269819,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__domenico-veneziano_not-detected-269819.jpg
Early_Renaissance,Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2.jpg
Early_Renaissance,Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule.jpg
Early_Renaissance,Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece.jpg
Early_Renaissance,Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1.jpg
Early_Renaissance,Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440.jpg
Early_Renaissance,Early_Renaissance__giovanni-bellini_virgin-and-child-1488,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__giovanni-bellini_virgin-and-child-1488.jpg
Early_Renaissance,Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1),G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1).jpg
Early_Renaissance,Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking.jpg
Early_Renaissance,Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile.jpg
Early_Renaissance,Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440.jpg
Early_Renaissance,Early_Renaissance__piero-della-francesca_portrait-of-a-boy,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__piero-della-francesca_portrait-of-a-boy.jpg
Early_Renaissance,Early_Renaissance__pietro-perugino_giovanni-colombini,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__pietro-perugino_giovanni-colombini.jpg
Early_Renaissance,Early_Renaissance__pisanello_stork-1430,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__pisanello_stork-1430.jpg
Early_Renaissance,Early_Renaissance__sandro-botticelli_inferno-canto-xviii-1480(1),G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__sandro-botticelli_inferno-canto-xviii-1480(1).jpg
Early_Renaissance,Early_Renaissance__sandro-botticelli_trinity(1),G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Early_Renaissance\Early_Renaissance__sandro-botticelli_trinity(1).jpg
Impressionism,Impressionism__alfred-sisley_riverbank-at-veneux-1881,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__alfred-sisley_riverbank-at-veneux-1881.jpg
Impressionism,Impressionism__alfred-sisley_the-banks-of-the-oise-1878,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__alfred-sisley_the-banks-of-the-oise-1878.jpg
Impressionism,Impressionism__antoine-blanchard_place-de-la-madeleine-hiver,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__antoine-blanchard_place-de-la-madeleine-hiver.jpg
Impressionism,Impressionism__armand-guillaumin_valley-in-pontgibaud-1890,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__armand-guillaumin_valley-in-pontgibaud-1890.jpg
Impressionism,Impressionism__augustus-john_proven-al-landscape,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__augustus-john_proven-al-landscape.jpg
Impressionism,Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899.jpg
Impressionism,Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre.jpg
Impressionism,Impressionism__childe-hassam_september-moonrise,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__childe-hassam_september-moonrise.jpg
Impressionism,Impressionism__claude-monet_bordighera-the-house-of-gardener,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__claude-monet_bordighera-the-house-of-gardener.jpg
Impressionism,Impressionism__claude-monet_palazzo-contarini-2,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__claude-monet_palazzo-contarini-2.jpg
Impressionism,Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday.jpg
Impressionism,Impressionism__edgar-degas_ancer-with-red-stockings,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__edgar-degas_ancer-with-red-stockings.jpg
Impressionism,Impressionism__edgar-degas_study-of-gentile-bellini-1855,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__edgar-degas_study-of-gentile-bellini-1855.jpg
Impressionism,Impressionism__edouard-manet_tarring-the-boat-1873,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__edouard-manet_tarring-the-boat-1873.jpg
Impressionism,Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9.jpg
Impressionism,Impressionism__eugene-boudin_the-port-ships-at-dock,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__eugene-boudin_the-port-ships-at-dock.jpg
Impressionism,Impressionism__eugene-boudin_trouville-the-fish-market-1884,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__eugene-boudin_trouville-the-fish-market-1884.jpg
Impressionism,Impressionism__henri-matisse_brittany-also-known-as-boat-1896,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__henri-matisse_brittany-also-known-as-boat-1896.jpg
Impressionism,Impressionism__joaquã­n-sorolla_study-of-vineyard,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__joaquã­n-sorolla_study-of-vineyard.jpg
Impressionism,Impressionism__john-singer-sargent_lake-in-the-tyrol,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__john-singer-sargent_lake-in-the-tyrol.jpg
Impressionism,Impressionism__konstantin-korovin_arctic-ocean-1913,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__konstantin-korovin_arctic-ocean-1913.jpg
Impressionism,Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883.jpg
Impressionism,Impressionism__nicolae-vermont_rotterdam-port-1928,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__nicolae-vermont_rotterdam-port-1928.jpg
Impressionism,Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power.jpg
Impressionism,Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901.jpg
Impressionism,Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena.jpg
Impressionism,Impressionism__stefan-dimitrescu_cabaret,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__stefan-dimitrescu_cabaret.jpg
Impressionism,Impressionism__william-merritt-chase_at-the-boat-landing,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__william-merritt-chase_at-the-boat-landing.jpg
Impressionism,Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice.jpg
Impressionism,Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1),G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Impressionism\Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1).jpg
Minimalism,Minimalism__agnes-martin_happy-valley-1967,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__agnes-martin_happy-valley-1967.jpg
Minimalism,Minimalism__alvaro-lapa_criminals-and-their-properties-1974,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__alvaro-lapa_criminals-and-their-properties-1974.jpg
Minimalism,Minimalism__brice-marden_joined-2011,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__brice-marden_joined-2011.jpg
Minimalism,Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972.jpg
Minimalism,Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966.jpg
Minimalism,Minimalism__ellsworth-kelly_diagonal-1951,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__ellsworth-kelly_diagonal-1951.jpg
Minimalism,Minimalism__eva-hesse_expanded-expansion-1969,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__eva-hesse_expanded-expansion-1969.jpg
Minimalism,Minimalism__fernando-lanhas_o39-68-1968,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__fernando-lanhas_o39-68-1968.jpg
Minimalism,Minimalism__frank-stella_gezira-from-black-series-ii-1967,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__frank-stella_gezira-from-black-series-ii-1967.jpg
Minimalism,Minimalism__imi-knoebel_weiss-und-schwarz-4-2009,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__imi-knoebel_weiss-und-schwarz-4-2009.jpg
Minimalism,Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990.jpg
Minimalism,Minimalism__joan-hernandez-pijuan_untitled-120-1999,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__joan-hernandez-pijuan_untitled-120-1999.jpg
Minimalism,Minimalism__john-mclaughlin_number-13-1973,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__john-mclaughlin_number-13-1973.jpg
Minimalism,Minimalism__john-mclaughlin_number-4,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__john-mclaughlin_number-4.jpg
Minimalism,Minimalism__judy-chicago_morning-fan-1971,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__judy-chicago_morning-fan-1971.jpg
Minimalism,Minimalism__mira-schendel_untitled-1984,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__mira-schendel_untitled-1984.jpg
Minimalism,Minimalism__pino-pinelli_pittura-r-1993,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__pino-pinelli_pittura-r-1993.jpg
Minimalism,Minimalism__richard-tuttle_relative-to-our-society-1990,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__richard-tuttle_relative-to-our-society-1990.jpg
Minimalism,Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996.jpg
Minimalism,Minimalism__robert-mangold_untitled-fcpa-1995,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__robert-mangold_untitled-fcpa-1995.jpg
Minimalism,Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961.jpg
Minimalism,Minimalism__robert-ryman_conversion-2003,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__robert-ryman_conversion-2003.jpg
Minimalism,Minimalism__robert-ryman_surface-veil-1970,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__robert-ryman_surface-veil-1970.jpg
Minimalism,Minimalism__ronald-davis_zig-zag-times-two-1966,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__ronald-davis_zig-zag-times-two-1966.jpg
Minimalism,Minimalism__ruth-vollmer_trimer-monomer-dimer-1965,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__ruth-vollmer_trimer-monomer-dimer-1965.jpg
Minimalism,Minimalism__sean-scully_untitled-1973,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__sean-scully_untitled-1973.jpg
Minimalism,Minimalism__tony-smith_die-1968,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__tony-smith_die-1968.jpg
Minimalism,Minimalism__william-scott_bowl-white-on-grey-1962,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__william-scott_bowl-white-on-grey-1962.jpg
Minimalism,Minimalism__yves-gaucher_traces-2000,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__yves-gaucher_traces-2000.jpg
Minimalism,Minimalism__yves-klein_untitled-yellow-monochrome-1956,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Minimalism\Minimalism__yves-klein_untitled-yellow-monochrome-1956.jpg
Rococo,Rococo__antoine-pesne_carl-heinrich-graun,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__antoine-pesne_carl-heinrich-graun.jpg
Rococo,Rococo__antoine-watteau_head-of-a-man,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__antoine-watteau_head-of-a-man.jpg
Rococo,Rococo__antoine-watteau_the-delicate-musician,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__antoine-watteau_the-delicate-musician.jpg
Rococo,Rococo__benjamin-west_self-portrait-1770,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__benjamin-west_self-portrait-1770.jpg
Rococo,Rococo__benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg
Rococo,Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe.jpg
Rococo,Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar.jpg
Rococo,Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house.jpg
Rococo,Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771.jpg
Rococo,Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760.jpg
Rococo,Rococo__dmitry-levitzky_maria-feodorovna,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__dmitry-levitzky_maria-feodorovna.jpg
Rococo,Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773.jpg
Rococo,Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788.jpg
Rococo,Rococo__francois-boucher_portrait-of-madame-boucher-1745,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__francois-boucher_portrait-of-madame-boucher-1745.jpg
Rococo,Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772.jpg
Rococo,Rococo__giovanni-domenico-tiepolo_the-new-world-1797,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__giovanni-domenico-tiepolo_the-new-world-1797.jpg
Rococo,Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762.jpg
Rococo,Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke.jpg
Rococo,Rococo__joseph-wright_mr-and-mrs-thomas-coltman,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__joseph-wright_mr-and-mrs-thomas-coltman.jpg
Rococo,Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards.jpg
Rococo,Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778.jpg
Rococo,Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792.jpg
Rococo,Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1.jpg
Rococo,Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1.jpg
Rococo,Rococo__pietro-longhi_the-tooth-extractor,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__pietro-longhi_the-tooth-extractor.jpg
Rococo,Rococo__thomas-gainsborough_a-coastal-landscape-1782,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__thomas-gainsborough_a-coastal-landscape-1782.jpg
Rococo,Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785.jpg
Rococo,Rococo__thomas-gainsborough_john-plampin,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__thomas-gainsborough_john-plampin.jpg
Rococo,Rococo__thomas-gainsborough_robert-butcher-of-walthamstan,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__thomas-gainsborough_robert-butcher-of-walthamstan.jpg
Rococo,Rococo__william-hogarth_the-countess-s-morning-levee,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Rococo\Rococo__william-hogarth_the-countess-s-morning-levee.jpg
Ukiyo_e,Ukiyo_e__hiroshige_hakone-kosuizu,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__hiroshige_hakone-kosuizu.jpg
Ukiyo_e,Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror.jpg
Ukiyo_e,Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1),G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1).jpg
Ukiyo_e,Ukiyo_e__keisai-eisen_yabai-with-two-women-1840,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__keisai-eisen_yabai-with-two-women-1840.jpg
